"","RC1","RC2","RC3","RC4","RC6","RC5"
"1",0.974153092167215,1.02688676127343,-1.71197031978462,0.41960555250726,1.93816185742514,-0.777920946727455
"2",-0.0254473783356678,0.23557352313689,-0.26983666372838,-0.300304871504112,-0.384920707912324,0.175292173526505
"3",0.440750650400697,-2.46740415076479,0.167325181912364,-0.811144721345564,-0.436106648646169,-0.572524299174952
"4",-1.49529095216135,-1.93597796833333,-0.193574010788976,-0.778735296737477,0.595578834278538,-0.411708409465296
"5",-0.522658070876987,-0.157496081349616,-2.55992382883151,0.243446039496639,-0.848334720924829,-0.0509171686439901
"6",-0.919516081801064,0.507795456469026,-0.86354892844574,-0.618880431194651,-1.20461685396554,-0.557721662103945
"7",-0.6764346829324,0.804248753942241,-0.239553691758045,0.416816174519012,-0.513979150691189,-0.323881943714982
"8",-0.6764346829324,0.804248753942241,-0.239553691758045,0.416816174519012,-0.513979150691189,-0.323881943714982
"9",-0.601018897362073,-0.18215208570304,0.941905286932408,-1.4224756859106,0.974511005887025,0.0984473034221353
"10",-0.653149373336597,0.617548616505297,-0.303705165958406,-0.699172679727032,1.33114647023631,-1.04167852587415
"11",-0.169216173883645,0.0806488740890561,-0.422850265844935,-1.13116181677022,0.928170938296451,1.66001077087084
"12",-0.502675554640748,0.748853260194885,-0.399411376024541,-0.658228997491983,-0.181900234591408,-1.1308498879652
"13",0.43156485213567,-0.0444801698060568,0.895809432095456,1.95761095016428,0.6851979972652,0.384937803972789
"14",-1.17455056110984,-0.0445581526975275,-0.197112179652889,0.380146115778619,1.82482087241926,0.973873735365102
"15",-1.30655060885874,0.416152883328191,-0.861745396094953,0.673627488141695,-1.08217794523804,0.653499179742728
"16",-0.59197095982001,0.470562278062558,2.55492667258027,1.72968941329237,-0.345181562043916,-0.808034076599231
"17",0.329194334297744,-2.22763604836376,-0.278184015514765,1.93035519742091,-0.914992029450308,1.23825128428586
"18",-1.61720539777375,0.401172511466464,0.654541952423307,1.26936958191257,0.767128273975066,0.692997139908372
"19",-1.63652200180932,-0.0852781691267238,0.343646120684189,0.272435645305684,-0.515118997484679,1.40626855654085
"20",0.0293310287239546,0.280117821549106,1.25483700253571,1.62317320486996,0.257349661622057,-0.167378670483647
"21",1.34864781977908,-0.436401598472688,-0.244410200885309,-0.399081342202491,-1.25425955328759,1.73427263069918
"22",-0.903784653822245,-0.0992114027781449,-1.26903015806291,-0.80065736477263,-0.813164343612242,0.0711209526905693
"23",1.22558862905887,-0.474873369134116,-0.0453171607055331,-1.4151355979465,-1.11913614364781,0.10789726691528
"24",0.354417551214363,-2.05566401582114,-0.466135561472241,1.2716774072967,-0.15295772853572,-1.15971306524001
"25",0.521651210653752,0.353561214524532,0.0513963615259568,1.36253944207922,-0.540059744279266,0.531858529330847
"26",-0.195591998357434,0.68607210963387,0.870192044175213,1.19631478742151,-0.531957689721962,0.75164075018042
"27",0.779718602878799,0.256804765291633,-1.04040426906287,1.39058859060448,-0.440106711952081,-1.21655495578761
"28",-0.575221096155556,0.856358174463388,0.502097646620095,0.169822539246709,-0.121200189933266,0.443963433224243
"29",-0.223667744108451,0.182721858949004,-0.0994277079629932,0.0524470723084437,2.19236446346103,-0.496768364988406
"30",1.68756006975835,-0.43415335270492,-0.586075461042612,-1.30742512747356,1.22080372625612,-0.324497554260469
"31",-0.664456843331953,0.0855561911047352,-0.398008752183452,0.10369245218628,1.56725855405198,1.38902825730233
