"","RC1","RC2","RC3"
"1",-1.3470282155743,0.154641332854311,2.23916282929023
"2",0.123409994886515,0.206417380461627,-0.339641018301873
"3",-0.93388972070952,-1.6540054624813,1.44379260977463
"4",-1.2571515763821,-1.47249815186717,-1.17015566719882
"5",-1.96072171370939,0.157880333415006,-0.737534108443563
"6",-1.38512006275543,0.858628803001442,-0.821079429051508
"7",-1.32366942550183,0.933032025080754,1.79131780166737
"8",-1.32366942550183,0.933032025080754,1.79131780166737
"9",0.29802145719047,-0.617073679677932,-1.32699659698671
"10",-1.45539279678746,0.15076753040113,0.997168143989629
"11",0.364118625684302,-0.207989459343614,-1.30061304259829
"12",-0.934628210497431,0.786308579019082,-0.212390813336008
"13",1.78239656823801,0.211823349845995,1.25099616260415
"14",-0.234643354280536,-0.182683692989886,0.8398132419454
"15",-0.358973708558793,1.18207888647337,-0.846097825081113
"16",1.39203312463916,0.796409208393011,2.30377677467585
"17",1.4151073532945,-0.670010301858174,0.270515433448655
"18",0.793980638530257,0.800053261953954,-0.168889040452275
"19",0.517540010602179,0.563502569764022,-0.86726405516021
"20",1.69390953033021,0.309294509436315,0.44273616733134
"21",1.03534043715344,-0.330370777733735,-0.881460365472359
"22",-1.4584140452017,0.145526470456796,-1.06946899920687
"23",0.337188983389459,-0.674830224510124,-1.03680731320656
"24",-0.502819060816297,-1.50025904602251,1.87423481788929
"25",1.13752352764968,0.744053554349201,0.85092471138933
"26",1.55493852946226,1.20692410508526,0.56832341875279
"27",-0.0629355946219838,0.411947970531021,1.02751265441844
"28",0.44543387411723,1.16909301594907,0.0541264103337188
"29",0.511426870621849,-0.396266664763609,0.10044531970877
"30",0.129313887935576,-1.3127059321126,-0.532408695572849
"31",-0.0183299852843605,-0.0533637745339978,-0.182500093762695
"32",0.487048461891311,-3.4859760643617,-0.165885838717999
"33",-0.592486595623561,-1.25279461941239,-1.5788497385094
"34",1.69593149386861,0.0473032245285442,-0.953447003959689
"35",0.44587121467379,0.350132126228858,-0.505501021796007
"36",0.409392922509919,0.404576314683116,-1.11907242571672
"37",-0.786590197279893,0.700237782849374,-0.882515807267562
"38",0.0151794911098146,0.880834594854376,0.0148325267402577
"39",-0.703209431904741,0.896953793155038,-0.709909153115981
"40",-0.695161864912824,-0.73717223341907,-0.154690127074037
"41",-1.38512006275543,0.858628803001442,-0.821079429051508
"42",-0.520614650403308,0.76843254349098,-0.21727360154122
"43",1.0873148454642,0.722080566919594,-0.816227709739854
"44",1.25697501794056,0.120773012243274,-0.930283284232067
"45",-0.415668551618208,-1.14398517977029,0.166908313548146
"46",0.661564433018102,-0.323336033648759,0.192963725676725
"47",1.79202496828888,0.913796866188574,-0.250429882227194
"48",-1.38512006275543,0.858628803001442,-0.821079429051508
"49",0.450347217155641,0.977899178213295,-0.445532346375958
"50",0.0507959000518915,0.377278769686987,1.15796400484449
"51",0.105161489160841,-1.05779553564362,1.6662626489055
"52",-0.722255145555336,1.14333229402189,0.242690329414996
"53",-0.950454696242902,-1.14822922239069,-0.449486518722575
"54",-0.0772821625289713,-1.02984950965468,1.06188758618615
"55",0.8020594489049,-2.49110801842305,-0.0351030532722381
